Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Biology,What is the name of the fluid that circulates in the human cardiovascular system?,Blood,Lymph,Cerebrospinal fluid,Plasma
Astronomy,What is the dwarf planet in our solar system that was formerly known as the ninth planet?,Pluto,Eris,Ceres,Makemake
Biology,What is the process by which cells convert glucose into ATP| the energy currency of the cell?,Cellular respiration,Photosynthesis,Fermentation,Glycolysis
Physics,What is the principle that energy cannot be created or destroyed| only transformed or transferred?,Conservation of energy,Conservation of momentum,Conservation of mass,Conservation of charge
Physics,What is the formula for the period of a pendulum?,T=2π√(L/g),F=ma,P=mv,W=Fd
Biology,What is the structure of DNA?,Double helix,Single strand,Triple helix,Quadruple helix
Biology,Which of the following is not a type of tissue in the human body?,Bone tissue,Muscle tissue,Epithelial tissue,Nerve tissue
Biology,What is the function of the lysosomes?,To break down waste,To generate energy,To synthesize proteins,To store DNA
Ecology,What is the name of the process by which plants produce oxygen?,Photosynthesis,Respiration,Fermentation,Transpiration
Chemistry,What is the molecular weight of carbon dioxide?,44 g/mol,12 g/mol,32 g/mol,28 g/mol
Physics,What is the rate at which an object's velocity changes called?,Acceleration,Speed,Force,Momentum
Chemistry,What is the name of the process by which a gas turns into a liquid?,Condensation,Vaporization,Sublimation,Evaporation
Chemistry,Which element has the symbol Na?,Sodium,Nitrogen,Neon,Nickel
Biology,What is the function of chloroplasts?,Photosynthesis,Respiration,Digestion,Transpiration
Physics,What is the name for the energy stored in an object due to its position?,Potential energy,Kinetic energy,Thermal energy,Radiant energy
Astronomy,What is the name of the phenomenon caused by the bending of light around an object in space?,Gravitational lensing,Redshift,Black hole,Singularity
Chemistry,What is the process by which a gas changes to a liquid?,Condensation,Evaporation,Sublimation,Melting
Chemistry,What is the process of converting a gas to a liquid called?,Condensation,Evaporation,Sublimation,Freezing
Biology,What is the name for the protective outer layer of a plant cell?,Cell wall,Nucleus,Cytoplasm,Plasma membrane
Biology,What is the name of the pigment in red blood cells that is responsible for transporting oxygen?,Hemoglobin,Chlorophyll,Melanin,Anthocyanin
Chemistry,Which element is the most electronegative?,Fluorine,Oxygen,Chlorine,Nitrogen
Physics,What is the name for the point in an orbit around a planet where the distance is greatest?,Apoapsis,Periapsis,Equator,Pole
Earth Science,What is the name of the scale used to measure the magnitude of earthquakes?,Richter Scale,Fahrenheit Scale,Kelvin Scale,Celsius Scale
Earth Science,What is the process by which sediment is transported by wind or water?,Erosion,Weathering,Melting,Solidifying
Computer Science,What is the term used to describe malicious software that can harm your computer?,Virus,Spyware,Adware,Malware
Biology,"What is the name of the organelle that acts as the cell's ""powerhouse|"" producing energy for the cell?",Mitochondria,Golgi Apparatus,Endoplasmic Reticulum,Lysosome
Biology,What type of molecule is an enzyme?,Protein,Carbohydrate,Lipid,Nucleic Acid
Botany,What is the process by which pollen is transferred from the male to the female part of a plant?,Pollination,Fertilization,Germination,Seed dispersal
Biology,What is the role of ribosomes?,Protein synthesis,Energy production,Lipid synthesis,Calcium storage
Biology,Which of the following is the process by which RNA is synthesized from DNA?,Transcription,Translation,Replication,Mutation
Biology,Which organelle is responsible for making ATP in a cell?,Mitochondria,Golgi Apparatus,Endoplasmic Reticulum,Lysosomes
Earth Science,What is the name of the process by which rock is broken down into smaller pieces?,Weathering,Erosion,Deposition,Plate tectonics
Astronomy,What is the name of the phenomenon where the moon blocks the sun's light| causing a shadow to fall on the earth?,Solar eclipse,Lunar eclipse,Transit,Occultation
Geology,What is the name of the boundary between the Earth’s crust and mantle?,Mohorovicic discontinuity,Gutenberg discontinuity,Lehmann discontinuity,Repetti discontinuity
Physics,What is the formula for frequency?,f=1/T,f = m*g,f = P/t,f = E/t
Astronomy,What is the term for an object that orbits a planet?,Moon,Star,Asteroid,Meteor
Physics,What is the first law of motion?,"An object at rest will stay at rest, and an object in motion will stay in motion with a constant velocity, unless acted upon by a net external force",Force equals mass times acceleration,"For every action, there is an equal and opposite reaction",None of the above
Geology,What is the name for the study of rocks and the earth's crust?,Geology,Astronomy,Biology,Chemistry
Physics,What is the force that opposes motion called?,Friction,Gravity,Inertia,Momentum
Biology,What is the name for the process by which organisms change over time?,evolution,reproduction,respiration,photosynthesis
Biology,What is the term for the process by which an organism's behavior is modified by its experiences?,Learning,Instinct,Innate Behavior,Classical Conditioning
Genetics,What is the term used to describe the pattern of inheritance where the genotype of a heterozygous individual is expressed as a blend of the two alleles?,Incomplete dominance,Codominance,Multiple alleles,Polygenic inheritance
Physics,What is the definition of velocity?,Speed in a given direction,Displacement over time,Acceleration over time,Force in a given direction
Astronomy,What is the name of the star closest to the Earth (other than the sun)?,Proxima Centauri,Sirius,Alpha Centauri A,Alpha Centauri B
Biology,What is the function of the spleen in the body?,Filter blood,Produce bile,Digest food,Regulate blood sugar levels
Biology,What is the process called by which plants use sunlight to create food?,Photosynthesis,Respiration,Fermentation,Digestion
Chemistry,What is the symbol for nitrogen on the periodic table?,N,O,C,H
Biology,What is the name of the molecule that provides energy to cells in all living organisms?,ATP,RNA,DNA,Protein
Biology,What are the two main categories of cells?,Prokaryotic and Eukaryotic,Animal and Plant,Nerve and Blood,Stem and Skin
Earth Science,What is the term for the movement of tectonic plates?,Plate Tectonics,Plate Movement,Earthquakes,Volcanoes
Biology,What is the process by which cells convert glucose into cell energy?,Cellular respiration,Photosynthesis,Fermentation,Transpiration
Chemistry,What element has the chemical symbol O?,Oxygen,Ozone,Osmium,Oxygenate
Biology,What is the name of the structure that controls the movement of substances in and out of cells?,Cell Membrane,Nucleus,Mitochondria,Endoplasmic Reticulum
Chemistry,What is the term for the number of protons in the nucleus of an atom?,Atomic Number,Mass Number,Atomic Weight,Electronegativity
Chemistry,What is the name of the process by which a gas transforms into a liquid?,Condensation,Evaporation,Melting,Solidification
Astronomy,What is the name of the brightest star in the sky?,Sirius,Vega,Betelgeuse,Rigel
Physics,What is the force of gravity on Earth's surface?,9.8 m/s^2,6.7 m/s^2,3.3 m/s^2,12.2 m/s^2
Chemistry,What is the atomic number for sodium?,11,3,20,15
Chemistry,What is the formula for Hydrochloric acid?,HCl,HNO3,H2SO4,HF
Anatomy,What is the main function of the stomach?,Digestion,Pumping Blood,Filtering Waste,Breathing
Biology,What is the name of the molecule that provides the building blocks for proteins?,Amino acids,Nucleotides,Fatty acids,Glucose
Biology,What is the process by which organisms produce offspring?,Reproduction,Respiration,Digestion,Circulation
Biology,What is the name for the ball of cells that forms after fertilization but before implantation in the uterus?,Blastocyst,Embryo,Zygote,Fetus
Chemistry,What is the balanced equation for the reaction between hydrogen and oxygen to form water?,2H2 + O2 → 2H2O,H2O + CO2 → H2CO3,2HCl + Na2CO3 → 2NaCl + H2O + CO2,CH4 + 2O2 → CO2 + 2H2O
Astronomy,What is the study of space and the universe called?,Astronomy,Astrophysics,Astronautics,Cosmology
Ecology,What is the term used to describe the gradual change in an ecosystem over time?,Succession,Evolution,Natural selection,Extinction
Physics,What is the formula for calculating work?,Work = force x distance,Work = mass x acceleration,Work = power x time,Work = power x time
Chemistry,What is the state of matter in which the molecules have the least energy?,Gas,Liquid,Solid,Plasma
Astronomy,What is the name of the force that causes the tides on Earth?,Gravity,Friction,Magnetism,Electromagnetism
Physics,What is the force that opposes motion between two surfaces that are in contact?,Friction,Gravity,Inertia,Velocity
Physics,What is the law that states that every action has an equal and opposite reaction?,Newton's Third Law of Motion,Newton's First Law of Motion,Newton's Second Law of Motion,The Law of Inertia
Biology,What is the process by which a cell divides into two?,Mitosis,Meiosis,Fertilization,Differentiation
Physics,What is the formula for kinetic energy?,KE = 1/2mv^2,mgh,W=Fd,Kinetic energy = force x distance
Ecology,What is a group of organisms that live together and interact with each other in a specific area called?,Ecological Community,Ecosystem,Biosphere,Population
Biology,What is the name of the organ that produces insulin?,Pancreas,Liver,Stomach,Kidney
Chemistry,What is the name for a type of bond that forms between two molecules due to an attraction between opposite charges?,ionic bond,covalent bond,metallic bond,hydrogen bond
Chemistry,What is the process by which electrons are lost or gained by atoms?,Redox reaction,Acid-base reaction,Precipitation reaction,Combustion reaction
Chemistry,What element is represented by the chemical symbol O?,Oxygen,Gold,Silver,Carbon
Geology,What is the process by which sediment is deposited?,Deposition,Erosion,Metamorphism,Weathering
